State_Name,District_Name,Crop_Year,Season,Crop,Area,rainfall,Average Humidity,Mean Temp,Cost of Cultivation (`/Hectare) C2,Cost of Production (`/Quintal) C2,Yield (Quintal/ Hectare) ,cost of production per yield
Telangana ,MEDAK,2013,Kharif     ,Cotton(lint),122299,0.04538749,18,85,9165.59,769.84,39.83,30662.7272
Telangana ,MEDAK,2014,Kharif     ,Cotton(lint),133703,0,24,96,9165.59,810.25,744.01,602834.1025
Telangana ,NALGONDA,1997,Kharif     ,Cotton(lint),51400,0.00464197,70,82,35423.48,93.64,13.57,1270.6948
Telangana ,NALGONDA,1998,Kharif     ,Cotton(lint),112700,0,75,84,35423.48,3484.01,10.29,35850.4629
Telangana ,NALGONDA,1999,Kharif     ,Cotton(lint),90658,0.00542341,76,82,22489.75,1595.56,67.41,107556.6996
Telangana ,NALGONDA,2000,Kharif     ,Cotton(lint),97120,0.01277463,71,85,22489.75,1551.94,17.83,27671.0902
Telangana ,NALGONDA,2001,Kharif     ,Cotton(lint),113516,0,40,82,45291.24,810.25,986.21,799076.6525
Telangana ,NALGONDA,2002,Kharif     ,Cotton(lint),77391,0,43,66,89025.27,715.04,4.05,2895.912
Telangana ,NALGONDA,2003,Kharif     ,Cotton(lint),63615,0,45,64,86765.77,2068.67,42.95,88849.3765
Telangana ,NALGONDA,2004,Kharif     ,Cotton(lint),104151,0.12220198,84,55,37801.85,840.58,42.68,35875.9544
Telangana ,NALGONDA,2005,Kharif     ,Cotton(lint),85598,0.29078419,45,75,17705.93,1691.66,19.9,33664.034
Telangana ,NALGONDA,2006,Kharif     ,Cotton(lint),79993,0.08988969,21,79,35423.48,85.79,744.01,63828.6179
Telangana ,NALGONDA,2007,Kharif     ,Cotton(lint),106000,0.01841964,48,79,28144.5,2068.67,42.68,88290.8356
Telangana ,NALGONDA,2008,Kharif     ,Cotton(lint),162522,0,20,94,7868.64,804.8,1015.45,817234.16
Telangana ,NALGONDA,2009,Kharif     ,Cotton(lint),136408,0.01978735,32,100,45291.24,5777.48,42.68,246582.8464
Telangana ,NALGONDA,2010,Kharif     ,Cotton(lint),165112,0,59,84,19083.55,2509.99,6.42,16114.1358
Telangana ,NALGONDA,2011,Kharif     ,Cotton(lint),205359,0.0017236,56,87,91442.63,789.9,36.61,28918.239
Telangana ,NALGONDA,2013,Kharif     ,Cotton(lint),335976,0,91,78,7868.64,2554.91,10.93,27925.1663
Telangana ,NALGONDA,2014,Kharif     ,Cotton(lint),307792,0,38,80,22560.3,2172.46,23.59,51248.3314
Telangana ,NIZAMABAD,1997,Kharif     ,Cotton(lint),17200,0,44,72,91442.63,2261.24,42.68,96509.7232
Telangana ,NIZAMABAD,1998,Kharif     ,Cotton(lint),20000,0.01225841,47,63,89025.27,2003.76,9.83,19696.9608
Telangana ,NIZAMABAD,1999,Kharif     ,Cotton(lint),15722,0,65,56,25270.26,2775.8,8.72,24204.976
Telangana ,NIZAMABAD,2000,Kharif     ,Cotton(lint),8374,0.05435099,71,64,19259.84,1341.29,13.54,18161.0666
Telangana ,NIZAMABAD,2001,Kharif     ,Cotton(lint),10931,0.14389701,37,74,19259.84,789.9,67.41,53247.159
Telangana ,NIZAMABAD,2002,Kharif     ,Cotton(lint),8746,0,40,82,33046.12,2228.97,4.05,9027.3285
Telangana ,NIZAMABAD,2003,Kharif     ,Cotton(lint),8588,0,62,88,89025.27,1610.4,12.94,20838.576
Telangana ,NIZAMABAD,2004,Kharif     ,Cotton(lint),13053,0,49,85,33046.12,769.84,744.01,572768.6584
Telangana ,NIZAMABAD,2005,Kharif     ,Cotton(lint),13279,0,36,82,7868.64,1251.12,12.94,16189.4928
Telangana ,NIZAMABAD,2006,Kharif     ,Cotton(lint),7932,0,44,72,91442.63,2261.24,42.68,96509.7232
Telangana ,NIZAMABAD,2007,Kharif     ,Cotton(lint),9000,0.06215368,59,56,25909.05,2554.91,6.83,17450.0353
Telangana ,NIZAMABAD,2008,Kharif     ,Cotton(lint),11832,0.0414143,41,62,33046.12,93.64,56,5243.84
Telangana ,NIZAMABAD,2009,Kharif     ,Cotton(lint),15121,0.15220806,59,59,15371.45,2261.24,6.7,15150.308
Telangana ,NIZAMABAD,2010,Kharif     ,Cotton(lint),20431,0.22460861,64,66,35423.48,581.69,42.95,24983.5855
Telangana ,NIZAMABAD,2011,Kharif     ,Cotton(lint),23150,0.04620565,22,86,27507.54,1882.68,6.83,12858.7044
Telangana ,NIZAMABAD,2013,Kharif     ,Cotton(lint),15398,0,19,92,25909.05,1898.3,37.19,70597.777
Telangana ,NIZAMABAD,2014,Kharif     ,Cotton(lint),15795,0,70,86,91442.63,1341.29,67.41,90416.3589
Telangana ,RANGAREDDI,1997,Kharif     ,Cotton(lint),21900,0,71,86,25909.05,1387.36,9.33,12944.0688
Telangana ,RANGAREDDI,1998,Kharif     ,Cotton(lint),26400,0.00153143,38,90,22560.3,3670.54,37.19,136507.3826
Telangana ,RANGAREDDI,1999,Kharif     ,Cotton(lint),18346,0,61,80,86765.77,732.62,4.05,2967.111
Telangana ,RANGAREDDI,2000,Kharif     ,Cotton(lint),14424,0,37,72,29876.36,1882.68,17.83,33568.1844
Telangana ,RANGAREDDI,2001,Kharif     ,Cotton(lint),19452,0.03893959,40,57,7868.64,1882.68,24.39,45918.5652
Telangana ,RANGAREDDI,2002,Kharif     ,Cotton(lint),14141,0.01028368,58,57,44756.72,2509.99,17.83,44753.1217
Telangana ,RANGAREDDI,2003,Kharif     ,Cotton(lint),15368,0.21390753,68,72,89025.27,3207.35,13.45,43138.8575
Telangana ,RANGAREDDI,2004,Kharif     ,Cotton(lint),20898,0.0018103,23,94,17705.93,715.04,6.7,4790.768
Telangana ,RANGAREDDI,2005,Kharif     ,Cotton(lint),18399,0.01957236,27,98,33046.12,2068.67,13.7,28340.779
Telangana ,RANGAREDDI,2006,Kharif     ,Cotton(lint),16334,0,79,84,7868.64,3207.35,4.71,15106.6185
Telangana ,RANGAREDDI,2007,Kharif     ,Cotton(lint),17000,0.01277463,71,85,22489.75,1551.94,17.83,27671.0902
Telangana ,RANGAREDDI,2008,Kharif     ,Cotton(lint),17842,0,52,82,85801.95,731.25,5.9,4314.375
Telangana ,RANGAREDDI,2009,Kharif     ,Cotton(lint),26594,0,49,70,22560.3,840.58,9.33,7842.6114
Telangana ,RANGAREDDI,2010,Kharif     ,Cotton(lint),34067,0.0165269,55,58,15371.45,1559.04,19.05,29699.712
Telangana ,RANGAREDDI,2011,Kharif     ,Cotton(lint),40034,0.02046472,63,60,42070.44,2179.26,19.05,41514.903
Telangana ,RANGAREDDI,2013,Kharif     ,Cotton(lint),59490,0.18104788,42,63,25909.05,2003.76,12.69,25427.7144
Telangana ,RANGAREDDI,2014,Kharif     ,Cotton(lint),63469,0.07068936,13,81,13209.32,2172.46,37.19,80793.7874
Telangana ,WARANGAL,1997,Kharif     ,Cotton(lint),100500,0,16,96,89025.27,93.64,11.61,1087.1604
Telangana ,WARANGAL,1998,Kharif     ,Cotton(lint),146300,0,29,90,89025.27,3484.01,10.93,38080.2293
Telangana ,WARANGAL,1999,Kharif     ,Cotton(lint),154855,0.05501373,81,82,31902.74,86.53,11.61,1004.6133
Telangana ,WARANGAL,2000,Kharif     ,Cotton(lint),140591,0,74,85,15371.45,581.69,11.98,6968.6462
Telangana ,WARANGAL,2001,Kharif     ,Cotton(lint),182478,0,62,86,91442.63,2179.26,8.72,19003.1472
Telangana ,WARANGAL,2002,Kharif     ,Cotton(lint),119478,0,40,80,25909.05,107.56,19.94,2144.7464
Telangana ,WARANGAL,2003,Kharif     ,Cotton(lint),123549,0.13591922,41,70,33046.12,119.72,13.57,1624.6004
Telangana ,WARANGAL,2004,Kharif     ,Cotton(lint),153026,0.01337133,57,60,27507.54,769.84,986.21,759223.9064
Telangana ,WARANGAL,2005,Kharif     ,Cotton(lint),151260,0.05435099,71,64,19259.84,1341.29,13.54,18161.0666
Telangana ,WARANGAL,2006,Kharif     ,Cotton(lint),153639,0.22015464,48,73,29876.36,1387.36,23.56,32686.2016
Telangana ,WARANGAL,2007,Kharif     ,Cotton(lint),160000,0.00642048,15,90,19259.84,2127.35,17.83,37930.6505
Telangana ,WARANGAL,2008,Kharif     ,Cotton(lint),176419,0,41,86,45291.24,2261.24,1.32,2984.8368
Telangana ,WARANGAL,2009,Kharif     ,Cotton(lint),185340,0,41,92,91442.63,2277.68,6.83,15556.5544
Telangana ,WARANGAL,2010,Kharif     ,Cotton(lint),227973,0.03705747,58,89,15371.45,804.8,744.01,598779.248
Telangana ,WARANGAL,2011,Kharif     ,Cotton(lint),265814,0.00322873,59,83,19083.55,732.62,4.05,2967.111
Telangana ,WARANGAL,2013,Kharif     ,Cotton(lint),239789,0,65,84,29876.36,1559.04,6.83,10648.2432
Telangana ,WARANGAL,2014,Kharif     ,Cotton(lint),228057,0,38,80,22560.3,2172.46,23.59,51248.3314
Telangana ,ADILABAD,2011,Kharif     ,Cowpea(Lobia),143,0,86,83,31902.74,2554.91,10.93,27925.1663
Telangana ,ADILABAD,2011,Rabi       ,Cowpea(Lobia),22,0,57,84,19259.84,2228.97,42.68,95132.4396
Telangana ,ADILABAD,2013,Kharif     ,Cowpea(Lobia),56,0.03682198,33,92,19083.55,2775.8,9.83,27286.114
Telangana ,ADILABAD,2013,Rabi       ,Cowpea(Lobia),124,0,68,80,15371.45,1918.92,16.69,32026.7748
Telangana ,ADILABAD,2014,Kharif     ,Cowpea(Lobia),114,0,40,80,25909.05,107.56,19.94,2144.7464
Telangana ,ADILABAD,2014,Rabi       ,Cowpea(Lobia),79,0,38,74,31902.74,1551.94,24.39,37851.8166
Telangana ,KARIMNAGAR,2011,Kharif     ,Cowpea(Lobia),532,0.1784297,52,65,46450.2,789.9,56,44234.4
Telangana ,KARIMNAGAR,2011,Rabi       ,Cowpea(Lobia),4459,0.16655553,27,64,35423.48,804.8,39.83,32055.184
Telangana ,KARIMNAGAR,2013,Kharif     ,Cowpea(Lobia),703,0.22015464,48,73,29876.36,1387.36,23.56,32686.2016
Telangana ,KARIMNAGAR,2013,Rabi       ,Cowpea(Lobia),2566,0.09120516,27,80,19083.55,1341.29,12.94,17356.2926
Telangana ,KARIMNAGAR,2014,Kharif     ,Cowpea(Lobia),251,0.06777985,20,85,19083.55,1551.94,19.9,30883.606
Telangana ,KARIMNAGAR,2014,Rabi       ,Cowpea(Lobia),2650,0.01841964,48,79,28144.5,2068.67,42.68,88290.8356
Telangana ,KHAMMAM,2011,Rabi       ,Cowpea(Lobia),2403,0,91,78,7868.64,2554.91,10.93,27925.1663
Telangana ,KHAMMAM,2013,Kharif     ,Cowpea(Lobia),15,0,42,81,13209.32,93.64,13.54,1267.8856
Telangana ,KHAMMAM,2013,Rabi       ,Cowpea(Lobia),2040,0,41,72,85801.95,2509.99,9.59,24070.8041
Telangana ,KHAMMAM,2014,Rabi       ,Cowpea(Lobia),1374,0.09070998,41,72,25909.05,86.53,13.54,1171.6162
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Cowpea(Lobia),200,0,41,86,45291.24,2261.24,1.32,2984.8368
Telangana ,MAHBUBNAGAR,2011,Rabi       ,Cowpea(Lobia),41,0,17,93,29876.36,85.79,757.92,65021.9568
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Cowpea(Lobia),474,0,26,92,29876.36,3207.35,11.97,38391.9795
Telangana ,MAHBUBNAGAR,2013,Rabi       ,Cowpea(Lobia),81,0,70,86,91442.63,1341.29,67.41,90416.3589
Telangana ,MAHBUBNAGAR,2014,Kharif     ,Cowpea(Lobia),480,0,61,84,86765.77,1691.66,24.39,41259.5874
Telangana ,MAHBUBNAGAR,2014,Rabi       ,Cowpea(Lobia),51,0.05569939,61,85,22560.3,2261.24,3.01,6806.3324
Telangana ,MEDAK,2011,Kharif     ,Cowpea(Lobia),704,0.18104788,42,63,25909.05,2003.76,12.69,25427.7144
Telangana ,MEDAK,2011,Rabi       ,Cowpea(Lobia),664,0.22267875,62,68,22489.75,404.43,9.33,3773.3319
Telangana ,MEDAK,2013,Kharif     ,Cowpea(Lobia),581,0.07730968,15,88,7868.64,683.58,34.99,23918.4642
Telangana ,MEDAK,2013,Rabi       ,Cowpea(Lobia),623,0.10557575,30,86,35423.48,3207.35,11.98,38424.053
Telangana ,MEDAK,2014,Kharif     ,Cowpea(Lobia),473,0,20,94,7868.64,804.8,1015.45,817234.16
Telangana ,MEDAK,2014,Rabi       ,Cowpea(Lobia),494,0,26,90,31902.74,1918.92,4.71,9038.1132
Telangana ,NALGONDA,2011,Rabi       ,Cowpea(Lobia),1246,0.08645341,59,83,7868.64,119.72,11.61,1389.9492
Telangana ,NALGONDA,2013,Rabi       ,Cowpea(Lobia),894,0,68,80,27507.54,2228.97,42.68,95132.4396
Telangana ,NALGONDA,2014,Rabi       ,Cowpea(Lobia),1385,0,41,72,9165.59,2277.68,19.05,43389.804
Telangana ,NIZAMABAD,2011,Kharif     ,Cowpea(Lobia),2,0.01812981,18,90,45239.51,2277.68,10.29,23437.3272
Telangana ,NIZAMABAD,2013,Kharif     ,Cowpea(Lobia),13,0,17,90,33046.12,3670.54,9.83,36081.4082
Telangana ,RANGAREDDI,2011,Kharif     ,Cowpea(Lobia),117,0.06005408,62,59,44018.18,2127.35,19.9,42334.265
Telangana ,RANGAREDDI,2011,Rabi       ,Cowpea(Lobia),210,0.26717011,54,60,7868.64,5777.48,1.32,7626.2736
Telangana ,RANGAREDDI,2013,Kharif     ,Cowpea(Lobia),120,0.16706095,36,65,33046.12,2509.99,24.39,61218.6561
Telangana ,RANGAREDDI,2013,Rabi       ,Cowpea(Lobia),324,0.24147998,36,78,9165.59,840.58,13.7,11515.946
Telangana ,RANGAREDDI,2014,Kharif     ,Cowpea(Lobia),89,0.0151269,11,76,15371.45,1898.3,9.83,18660.289
Telangana ,RANGAREDDI,2014,Rabi       ,Cowpea(Lobia),142,0.09733837,65,78,29876.36,581.69,9.33,5427.1677
Telangana ,WARANGAL,2011,Kharif     ,Cowpea(Lobia),134,0,60,82,27507.54,715.04,1.32,943.8528
Telangana ,WARANGAL,2011,Rabi       ,Cowpea(Lobia),1453,0.08645341,59,83,7868.64,119.72,11.61,1389.9492
Telangana ,WARANGAL,2013,Kharif     ,Cowpea(Lobia),200,0.0037788,75,81,9165.59,3484.01,10.29,35850.4629
Telangana ,WARANGAL,2013,Rabi       ,Cowpea(Lobia),1920,0,72,78,19083.55,5777.48,13.7,79151.476
Telangana ,WARANGAL,2014,Kharif     ,Cowpea(Lobia),235,0,36,80,19083.55,1898.3,39.83,75609.289
Telangana ,WARANGAL,2014,Rabi       ,Cowpea(Lobia),2366,0,32,73,7868.64,1559.04,19.9,31024.896
Telangana ,ADILABAD,2002,Whole Year ,Cucumber,40,0,52,82,85801.95,731.25,5.9,4314.375
Telangana ,ADILABAD,2003,Whole Year ,Cucumber,56,0.13591922,41,70,33046.12,119.72,13.57,1624.6004
Telangana ,KARIMNAGAR,2002,Whole Year ,Cucumber,79,0,28,95,35423.48,119.72,448.89,53741.1108
Telangana ,KARIMNAGAR,2003,Whole Year ,Cucumber,225,0.0216866,62,86,13209.32,810.25,757.92,614104.68
Telangana ,KHAMMAM,2002,Whole Year ,Cucumber,241,0,40,64,46450.2,85.79,19.94,1710.6526
Telangana ,KHAMMAM,2003,Whole Year ,Cucumber,291,0.0533169,42,65,45239.51,683.58,757.92,518098.9536
Telangana ,MAHBUBNAGAR,2002,Whole Year ,Cucumber,134,0,69,86,22489.75,1251.12,13.54,16940.1648
Telangana ,MAHBUBNAGAR,2003,Whole Year ,Cucumber,136,0.01430875,43,88,46450.2,683.58,23.59,16125.6522
Telangana ,MEDAK,2002,Whole Year ,Cucumber,93,0.14389701,37,74,19259.84,789.9,67.41,53247.159
Telangana ,MEDAK,2003,Whole Year ,Cucumber,74,0,19,92,25909.05,1898.3,37.19,70597.777
Telangana ,NALGONDA,2002,Whole Year ,Cucumber,403,0.03893959,40,57,7868.64,1882.68,24.39,45918.5652
Telangana ,NALGONDA,2003,Whole Year ,Cucumber,462,0.0841193,56,58,12610.85,1691.66,6.83,11554.0378
Telangana ,NIZAMABAD,2002,Whole Year ,Cucumber,10,0,23,95,13209.32,658.77,9.33,6146.3241
Telangana ,NIZAMABAD,2003,Whole Year ,Cucumber,16,0.0017236,56,87,91442.63,789.9,36.61,28918.239
Telangana ,RANGAREDDI,2002,Whole Year ,Cucumber,337,0.16297403,33,61,29876.36,683.58,37.19,25422.3402
Telangana ,RANGAREDDI,2003,Whole Year ,Cucumber,196,0.06777985,20,85,19083.55,1551.94,19.9,30883.606
Telangana ,WARANGAL,2002,Whole Year ,Cucumber,236,0,36,72,45239.51,5777.48,23.56,136117.4288
Telangana ,WARANGAL,2003,Whole Year ,Cucumber,1259,0.00463658,46,53,35423.48,715.04,3.01,2152.2704
Telangana ,ADILABAD,1997,Kharif     ,Dry chillies,5500,0.2535624,47,76,22560.3,1882.68,10.29,19372.7772
Telangana ,ADILABAD,1997,Rabi       ,Dry chillies,700,0.20867334,58,68,31902.74,658.77,31.1,20487.747
Telangana ,ADILABAD,1998,Kharif     ,Dry chillies,6000,0.10768843,28,84,45239.51,1610.4,13.57,21853.128
Telangana ,ADILABAD,1998,Rabi       ,Dry chillies,700,0.0151269,11,76,15371.45,1898.3,9.83,18660.289
Telangana ,ADILABAD,1999,Whole Year ,Dry chillies,8980,0,28,95,35423.48,119.72,448.89,53741.1108
Telangana ,ADILABAD,2000,Kharif     ,Dry chillies,9622,0,23,93,15371.45,683.58,39.83,27226.9914
Telangana ,ADILABAD,2000,Rabi       ,Dry chillies,484,0,25,95,35423.48,2358,16.69,39355.02
Telangana ,ADILABAD,2001,Kharif     ,Dry chillies,5927,0.02107807,68,85,7868.64,85.79,986.21,84606.9559
Telangana ,ADILABAD,2001,Rabi       ,Dry chillies,601,0,58,86,85801.95,1882.68,19.05,35865.054
Telangana ,ADILABAD,2002,Kharif     ,Dry chillies,9062,0.05764539,68,84,35423.48,1610.4,56,90182.4
Telangana ,ADILABAD,2002,Rabi       ,Dry chillies,289,0.09207753,44,91,27507.54,2539.47,7.47,18969.8409
Telangana ,ADILABAD,2003,Kharif     ,Dry chillies,10103,0,37,78,17705.93,769.84,744.01,572768.6584
Telangana ,ADILABAD,2003,Rabi       ,Dry chillies,310,0,31,74,15371.45,2554.91,10.29,26290.0239
Telangana ,ADILABAD,2004,Kharif     ,Dry chillies,6622,0.00350056,41,62,35423.48,2179.26,9.59,20899.1034
Telangana ,ADILABAD,2004,Rabi       ,Dry chillies,561,0,48,61,19083.55,1387.36,11.98,16620.5728
Telangana ,ADILABAD,2005,Kharif     ,Dry chillies,6250,0,56,58,19551.9,1898.3,9.59,18204.697
Telangana ,ADILABAD,2005,Rabi       ,Dry chillies,575,0.09858411,53,60,17314.2,3484.01,4.71,16409.6871
Telangana ,ADILABAD,2006,Kharif     ,Dry chillies,5724,0.33147006,57,71,91442.63,119.72,757.92,90738.1824
Telangana ,ADILABAD,2006,Rabi       ,Dry chillies,1183,0.2056398,45,68,45291.24,2179.26,17.83,38856.2058
Telangana ,ADILABAD,2007,Kharif     ,Dry chillies,5000,0.14389701,37,74,19259.84,789.9,67.41,53247.159
Telangana ,ADILABAD,2008,Kharif     ,Dry chillies,1830,0.00642048,15,90,19259.84,2127.35,17.83,37930.6505
Telangana ,ADILABAD,2008,Rabi       ,Dry chillies,350,0.18707732,38,86,31902.74,404.43,13.45,5439.5835
Telangana ,ADILABAD,2009,Kharif     ,Dry chillies,4500,0,19,92,85801.95,1251.12,13.57,16977.6984
Telangana ,ADILABAD,2009,Rabi       ,Dry chillies,162,0,17,90,33046.12,3670.54,9.83,36081.4082
Telangana ,ADILABAD,2010,Kharif     ,Dry chillies,3345,0.01957236,27,98,33046.12,2068.67,13.7,28340.779
Telangana ,ADILABAD,2010,Rabi       ,Dry chillies,480,0,62,88,89025.27,1610.4,12.94,20838.576
Telangana ,ADILABAD,2011,Kharif     ,Dry chillies,3533,0,88,83,29876.36,2358,8.05,18981.9
Telangana ,ADILABAD,2011,Rabi       ,Dry chillies,265,0.05569939,61,85,22560.3,2261.24,3.01,6806.3324
Telangana ,ADILABAD,2013,Kharif     ,Dry chillies,1825,0.09207753,44,91,27507.54,2539.47,7.47,18969.8409
Telangana ,ADILABAD,2013,Rabi       ,Dry chillies,410,0,74,81,28144.5,3207.35,4.71,15106.6185
Telangana ,ADILABAD,2014,Kharif     ,Dry chillies,1784,0,42,80,33046.12,85.79,448.89,38510.2731
Telangana ,ADILABAD,2014,Rabi       ,Dry chillies,98,0,37,72,29876.36,1882.68,17.83,33568.1844
Telangana ,HYDERABAD,1998,Kharif     ,Dry chillies,1500,0,40,70,31902.74,789.9,6.7,5292.33
Telangana ,KARIMNAGAR,1997,Kharif     ,Dry chillies,11000,0.07068956,42,66,45291.24,107.56,11.61,1248.7716
Telangana ,KARIMNAGAR,1997,Rabi       ,Dry chillies,1100,0.01225841,47,63,89025.27,2003.76,9.83,19696.9608
Telangana ,KARIMNAGAR,1998,Kharif     ,Dry chillies,10000,0.13252595,63,58,46450.2,3207.35,8.05,25819.1675
Telangana ,KARIMNAGAR,1998,Rabi       ,Dry chillies,2000,0,54,60,22489.75,732.62,42.68,31268.2216
Telangana ,KARIMNAGAR,1999,Whole Year ,Dry chillies,12036,0.08006364,58,53,32683.46,3207.35,9.33,29924.5755
Telangana ,KARIMNAGAR,2000,Kharif     ,Dry chillies,9921,0.28862131,73,60,9165.59,2068.67,4.05,8378.1135
Telangana ,KARIMNAGAR,2000,Rabi       ,Dry chillies,2042,0.27772908,61,68,86765.77,86.53,986.21,85336.7513
Telangana ,KARIMNAGAR,2001,Kharif     ,Dry chillies,6989,0.24275834,52,75,85801.95,1918.92,11.98,22988.6616
Telangana ,KARIMNAGAR,2001,Rabi       ,Dry chillies,2324,0.23189624,36,81,45291.24,715.04,36.61,26177.6144
Telangana ,KARIMNAGAR,2002,Kharif     ,Dry chillies,9430,0,22,84,46450.2,2509.99,12.69,31851.7731
Telangana ,KARIMNAGAR,2002,Rabi       ,Dry chillies,1577,0.18707732,38,86,31902.74,404.43,13.45,5439.5835
Telangana ,KARIMNAGAR,2003,Kharif     ,Dry chillies,10138,0.0280096,21,94,19083.55,2127.35,24.39,51886.0665
Telangana ,KARIMNAGAR,2003,Rabi       ,Dry chillies,2052,0.023315,23,96,15371.45,1387.36,42.95,59587.112
Telangana ,KARIMNAGAR,2004,Kharif     ,Dry chillies,9411,0,61,84,86765.77,1691.66,24.39,41259.5874
Telangana ,KARIMNAGAR,2004,Rabi       ,Dry chillies,740,0,71,86,25909.05,1387.36,9.33,12944.0688
Telangana ,KARIMNAGAR,2005,Kharif     ,Dry chillies,4636,0,49,85,33046.12,769.84,744.01,572768.6584
Telangana ,KARIMNAGAR,2005,Rabi       ,Dry chillies,576,0,80,82,85801.95,2127.35,12.69,26996.0715
Telangana ,KARIMNAGAR,2006,Kharif     ,Dry chillies,6377,0,48,82,89025.27,669.86,6.7,4488.062
Telangana ,KARIMNAGAR,2006,Rabi       ,Dry chillies,446,0,42,80,33046.12,85.79,448.89,38510.2731
Telangana ,KARIMNAGAR,2007,Kharif     ,Dry chillies,6000,0.00571548,37,73,33046.12,3207.35,16.69,53530.6715
Telangana ,KARIMNAGAR,2008,Kharif     ,Dry chillies,5517,0,44,70,9165.59,1341.29,32.42,43484.6218
Telangana ,KARIMNAGAR,2009,Kharif     ,Dry chillies,3810,0.06215368,59,56,25909.05,2554.91,6.83,17450.0353
Telangana ,KARIMNAGAR,2010,Kharif     ,Dry chillies,3772,0.0533169,42,65,45239.51,683.58,757.92,518098.9536
Telangana ,KARIMNAGAR,2011,Kharif     ,Dry chillies,5001,0.12850257,59,64,17705.93,1279.6,12.94,16558.024
Telangana ,KARIMNAGAR,2011,Rabi       ,Dry chillies,128,0.13364869,35,68,31902.74,769.84,34.99,26936.7016
Telangana ,KARIMNAGAR,2013,Kharif     ,Dry chillies,4593,0.24147998,36,78,9165.59,840.58,13.7,11515.946
Telangana ,KARIMNAGAR,2013,Rabi       ,Dry chillies,92,0.1372778,28,84,27507.54,1595.56,13.54,21603.8824
Telangana ,KARIMNAGAR,2014,Kharif     ,Dry chillies,3923,0.04620565,22,86,27507.54,1882.68,6.83,12858.7044
Telangana ,KARIMNAGAR,2014,Rabi       ,Dry chillies,415,0,45,81,25909.05,5777.48,3.01,17390.2148
Telangana ,KHAMMAM,1997,Kharif     ,Dry chillies,9900,0,20,94,7868.64,804.8,1015.45,817234.16
Telangana ,KHAMMAM,1997,Rabi       ,Dry chillies,7500,0,19,98,86765.77,1882.68,19.9,37465.332
Telangana ,KHAMMAM,1998,Kharif     ,Dry chillies,13000,0,22,99,25909.05,2614.14,23.56,61589.1384
Telangana ,KHAMMAM,1998,Rabi       ,Dry chillies,7700,0,75,85,86765.77,1279.6,39.04,49955.584
Telangana ,KHAMMAM,1999,Whole Year ,Dry chillies,25372,0,75,86,28144.5,658.77,13.45,8860.4565
Telangana ,KHAMMAM,2000,Kharif     ,Dry chillies,16407,0.05569939,61,85,22560.3,2261.24,3.01,6806.3324
Telangana ,KHAMMAM,2000,Rabi       ,Dry chillies,7285,0.0896692,58,82,28144.5,810.25,986.21,799076.6525
Telangana ,KHAMMAM,2001,Kharif     ,Dry chillies,15133,0,64,88,45291.24,658.77,13.45,8860.4565
Telangana ,KHAMMAM,2001,Rabi       ,Dry chillies,6962,0,49,82,22489.75,789.9,36.61,28918.239
Telangana ,KHAMMAM,2002,Kharif     ,Dry chillies,15358,0,51,75,22489.75,2127.35,8.72,18550.492
Telangana ,KHAMMAM,2002,Rabi       ,Dry chillies,5194,0,41,68,17705.93,658.77,11.98,7892.0646
Telangana ,KHAMMAM,2003,Kharif     ,Dry chillies,19619,0.03893959,40,57,7868.64,1882.68,24.39,45918.5652
Telangana ,KHAMMAM,2003,Rabi       ,Dry chillies,6505,0,45,64,86765.77,2068.67,42.95,88849.3765
Telangana ,KHAMMAM,2004,Kharif     ,Dry chillies,20846,0.09858411,53,60,17314.2,3484.01,4.71,16409.6871
Telangana ,KHAMMAM,2004,Rabi       ,Dry chillies,9795,0.26717011,54,60,7868.64,5777.48,1.32,7626.2736
Telangana ,KHAMMAM,2005,Kharif     ,Dry chillies,14811,0.21139503,38,58,28144.5,2539.47,8.72,22144.1784
Telangana ,KHAMMAM,2005,Rabi       ,Dry chillies,8930,0.25988332,59,76,86765.77,2554.91,4.71,12033.6261
Telangana ,KHAMMAM,2006,Kharif     ,Dry chillies,22250,0.09000015,21,75,89025.27,119.72,986.21,118069.0612
Telangana ,KHAMMAM,2006,Rabi       ,Dry chillies,6013,0.0545119,17,77,33046.12,2539.47,6.42,16303.3974
Telangana ,KHAMMAM,2007,Kharif     ,Dry chillies,21000,0,40,82,33046.12,2228.97,4.05,9027.3285
Telangana ,KHAMMAM,2007,Rabi       ,Dry chillies,9000,0,19,86,19083.55,789.9,39.04,30837.696
Telangana ,KHAMMAM,2008,Kharif     ,Dry chillies,18899,0,23,93,15371.45,683.58,39.83,27226.9914
Telangana ,KHAMMAM,2008,Rabi       ,Dry chillies,9770,0.01609646,25,98,45239.51,1551.94,19.05,29564.457
Telangana ,KHAMMAM,2009,Kharif     ,Dry chillies,18931,0,87,82,45239.51,789.9,32.42,25608.558
Telangana ,KHAMMAM,2009,Rabi       ,Dry chillies,10757,0.03705747,58,89,15371.45,804.8,744.01,598779.248
Telangana ,KHAMMAM,2010,Kharif     ,Dry chillies,19195,0,74,85,15371.45,581.69,11.98,6968.6462
Telangana ,KHAMMAM,2010,Rabi       ,Dry chillies,9707,0,57,86,45239.51,731.25,5.9,4314.375
